General Physician,"['Blood Pressure Changes', 'Rosacea', 'Varicose Vein(s)', 'Eczema', 'Dengue Fever Treatment', 'Food Poisoning', 'Well Woman Healthcheck', 'Annual Check Up', 'Vaccination/ Immunization', 'And Other Pigmented Lesions', 'Hair Loss', 'Laryngitis', 'Gastric Troubles', 'Stomach Pain And Stomach Upset', 'Flu Shot', 'Colds', 'Age Spots', 'Type 1 Diabetes', 'Dermatology Follow Up', 'Men And Women Wellness Screening', 'Facial Wrinkles / Lines', 'Headache', 'Sleep Problems', 'Thyroid Disorder Treatment', 'High Cholesterol / Lipid Problem', 'Managing Acute Medical Conditions', 'Botox Treatment', 'Diabetes Treatment', 'Fractional Laser Treatment', 'Muscle Cramps', 'Emergency Care', 'Respiratory Tract Infection', 'Illness', 'Cholesterol / Lipids Checkup', 'Wart(s)', 'Foot Pain', 'Gastroenteritis Treatment', 'Diabetes', 'New Patient Visit', 'General Consultation', 'Back Problems', 'Sexually Transmitted Disease (std)', 'ECG / EKG', 'Palmoplantar Psoriasis', 'Fasting Blood Sugar', 'Sun Damaged Skin', 'Bedsores', 'Itching', 'Type 2 Diabetes Treatment', 'Osteoporosis', 'Skin Rash Treatment', 'Numbness', 'Medications', 'Skin Resurfacing', 'Health Checkup (general)', 'Travel Vaccination And Consultation', 'Skin Problem', 'Nausea And Vomiting', 'Diet Counselling', 'Outpatient Treatment', 'Health Checkup General', 'Chickenpox', 'Pneumonia', 'Kidney And Gall Bladder Stones', 'Bunion', 'Cold', 'Diabetic Foot', 'Injury/minor Laceration', 'Sinus Problems / Sinusitis', 'Skin Biopsy / Removal Of Skin Lesion', 'Allergic Cough', 'Hba1c', 'Stuffy Nose', 'Chest Pain', 'Filler Treatment', 'Hand Skin Problem / Warts', 'Loose Motion', 'Cyst(s)', 'Low Platelets', 'Metabolic Illness', 'Removal Of Cyst', 'Sugar Level', 'Laser Skin Treatment', 'Swelling Joints/ Muscles', 'Cosmetic Dermatology Consultation', 'Prescription / Refill', 'Yearly Wellness Visit (for Medicare Patients)', 'Stomach Pain', 'High Blood Pressure / Hypertension', 'Insulin Treatment', 'Persistent Cough', 'Skin Conditions', 'Poison Ivy Or Poison Oak', 'Dermatology Consultation', 'Diarrhoea', 'Acute Diarrhea Treatment', 'Diabetic Ulcer Treatment', 'Measles Treatment', 'High Cholesterol', 'Skin Lesions', 'Asthma', 'Constipation', 'Acne', 'Backpain', 'Depression', 'Body Weakness', 'Tags', 'Thyroid Disorders', 'Fever', 'Vaccine(s)', 'Consultation', 'Sun Spots', 'Biopsy', 'Fever Treatment', 'Cough', 'Hearing Problems', 'Freezing Of Warts', 'Diarrhea', 'Migraine', 'Anti-aging Treatment', 'Sinusitis', 'Diabetes Follow Up', 'Dengue', 'Pre And Post Operative Conditions', 'Physcian', 'Nail Abnormality', 'Laser Hair Removal', 'Diabetes In Children', 'Obesity / Weight Loss Consultation', 'Annual Health Checkup', 'Ear Infection', 'Mole Screening/treatment', 'Body Ache', 'Allergic Diseases Treatment', 'Irritable Bowel Syndrome', 'Skin Infection / Molluscum', 'Rash', 'Cold Sores', 'Wound Care', 'Vaginal Discharge / Infection', 'Physician Assistant', 'Evaluation Of Cyst', 'Viral Fever Treatment', 'Abscess', 'Proctoscopy', 'Facial Pain', 'Diabetes Blood Sugar Management', 'Dry / Itchy Skin', 'Pigmented Skin', 'Dizziness', 'Type 1 Diabetes Treatment', 'Throat Infection', 'Thyroid Consultation', 'Diabetes Complications', 'Bronchiectasis Treatment', 'Back Pain', 'Chemical Peel', 'Elephantiasis', 'Urinary Tract Infection (UTI)', 'Pigmentation', 'Diabetes Management', 'Anaemia & Blood Disorders', 'Brown / Dark Spots', 'Annual Skin Screening', 'Screening For Disease / Preventive Medicine', 'Medical Advisor', 'Diabetes Consultation', 'Fungal Infection', 'Medicare Annual Wellness Visit', 'Tiredness / Fatigue', 'Annual Physical', 'Flu', 'Sugar Level Check', 'Excessive Sweating / Hyperhidrosis', 'Diabetes Counselling', 'Sore Throat', 'Fractional Laser', 'Allergy Treatment', 'Arthritis', 'General Follow Up', 'Blood Work', 'Allergy Consultation', 'Wheezing', 'Pre-surgery Checkup / Pre-surgical Clearance']"
Pulmonary Diseases and Critical Care Medicine Specialist,"['Histiocytosis', 'Mechanical Ventilation', 'Pleurisy', 'Lung Problem', 'Workers Compensation - Injury / Impairment', 'Occupational Health Consultation', 'Restrictive Lung Disease', 'Mediastinal Adenopathy Surgery', 'Sleep Problems', 'Acute Respiratory Distress Syndrome (ards)', 'Illness', 'Breathing Problems', 'Lung Cancer', 'Occupational Lung Disease (asbestos And Other)', 'New Patient Visit', 'General Consultation', 'Intensive Critical Care Follow Up', 'Hypoxemia', 'Bronchitis', 'Restless Legs Syndrome', 'Pneumothorax', 'Pulmonology Consultation', 'Sinus Problems / Sinusitis', 'Pneumonia', 'Allergic Cough', 'Emphysema', 'Bronchiolitis', 'Atelectasis / Collapse Of Lung', 'Chest Pain', 'Scleroderma', 'Pulmonary Embolism', 'Pulmonary Function Testing', 'Endobronchial Ultrasound (ebus)', 'Needle Biopsy Of The Lung', 'Nose Problems', 'Chronic Obstructive Pulmonary Disease (COPD)', 'Enlarged Lymph Nodes', 'Pulmonary Hypertension', 'Upper Respiratory Infection', 'Critical Care Follow Up', 'Septic Shock', 'Cancer Treatment', 'Interstitial Lung Disease', 'Asthma', 'Obstructive Sleep Apnea', 'Sarcoid', 'Shortness Of Breath / Difficulty In Breathing', 'Critical Care Consultation', 'Pulmonary Fibrosis', 'Cough', 'Allergic Bronchopulmonary Aspergillosis', 'Idiopathic Pulmonary Fibrosis', 'Non-bacterial Lung Infection', 'Carbon Monoxide Poisoning', 'Over Sleeping', 'Alpha 1-antitrypsin Deficiency', 'Bronchial Stenosis', 'Tuberculosis', 'Sarcoidosis', 'Pulmonary Emergency', 'Sleep Studies', 'Lung Mass', 'Respiratory Distress', 'Continuous Positive Airway Pressure (cpap)', 'Polysomnography', 'Ear Pain', 'Continuous Positive Airway Pressure Management', 'Hemoptysis', 'Foreign Body Aspiration', 'Thoracentesis', 'Chest X-ray Abnormalities', 'Lung Nodule(s)', 'Delirium', 'Hypercapnia', 'CT Scan Report - Lungs', 'Intensive Critical Care Consultation', 'Central Sleep Apnea', 'Chronic Respiratory Failure', 'Pleural Effusion', 'Sleep Disorder', 'Snoring', 'Bronchoscopy', 'Vertigo', 'Mesothelioma', 'Pulmonary Embolism Scan', 'Daytime Sleepiness', 'Annual Physical', 'Obstructive Sleep Apnea (osa)', 'Chest CT Scan Abnormalities', 'Chronic Cough', 'Lung Cancer Screening', 'Eosinophilic Pneumonia', 'Sore Throat', 'Cystic Fibrosis', 'Cyanosis', 'Aspergillosis', 'Elevated Creatinine / Acute Renal Failure', 'Spirometry', 'Pulmonology Follow Up', 'Wheezing']"
General Surgery,"['Intestinal Surgeries', 'Hernia Repair Surgery', 'Breast Surgery', 'Anorectal Surgery', 'Laparoscopic Hernial Repair', 'Gastritis Treatment', 'Laparoscopic Appendicectomy', 'Small Surgical Procedures', 'Wound Dressing', 'Anal Fissure Surgery', 'Hernia Surgery', 'Cholecystectomy', 'Treatment For Pilondal Sinus', 'Gall Bladder Surgery', 'Fistulectomy', 'Lipoma Removal', 'Swelling', 'Varicocelectomy', 'Laparoscopic Varicocelectomy', 'Gerd', 'Stomach Surgery', 'Skin Lump Surgery', 'Diabetic Foot Treatment/surgery', 'Frenuloplasty', 'Cold', 'Gastrointestinal Endoscopic Mucosal Resection', 'Inguinal Herina Repair', 'Pilonidal Sinus', 'Pilonidal Sinus Surgery', 'Laparoscopic Gastrointestinal Surgery', 'Urethral Fistula Repair', 'Pilonadel Sinus', 'Laser Fistula Treatment', 'Paraphimosis Reduction', 'Stomach Pain', 'Appendicitis Treatment', 'Acid Reflux', 'Hemorrhoid', 'Varicose Veins Treatment', 'Biopsy', 'Gallbladder Surgery', 'Abdominal Surgery', 'Circumcision', 'Laparoscopy', 'Laparoscopy Giagnóstica', 'Fissure', 'Fistula Surgery', 'Umbillical Hernia', 'Acidity', 'Appendectomy', 'Endoscopic Surgery', 'Piles Surgery', 'Liver Surgery', 'Skin Flap', 'Ercp', 'Day Care General Surgeries', 'Stomach Ulcer', 'Inguinal Hernia Repair', 'Bariatric (gastric Bypass) Surgery', 'Appendicitis', 'Laparoscopic Cholecystectomy', 'Haemorrhoidectomy', 'Cyst', 'Hemorrhoidectomy', 'Vascular Laser Surgery', 'Endosurgery', 'Fistula Treatment', 'Laser Fissure Surgery', 'Laser Piles Treatment', 'Robotic Surgery', 'Rectal Prolapse Surgery', 'Anal Fissure', 'Minimally Invasive Surgery', 'Laproscopic Appendicectomy', 'Acidity Treatment', 'Thyroid Surgery']"
Geriatric Physiotherapy,"['Lumbar Spondylosis Physiotherapy', 'Shoulder Pain', 'Learning Disability (dyslexia) Treatment', 'Paralytic Care', 'Hand Pain', 'Ultrasonic Physiotherapy', 'Carpal Tunnel Syndrome Physiotherapy', 'Cervical Problem', 'Pain Management', 'Ankle Sprain', 'Tendonitis Physiotherapy', 'Intermittant And Continuous-cervical', 'Kneecap Pain', 'Pre And Post Operative Care', 'Back Pain', 'Neck Pain', 'Knee Injuries', 'Cervical Spondylosis Physiotherapy', 'Musculoskeletal Injury Physiotherapy', 'Physiotherapy For Osteoarthritis Of Knee And Hip', 'Sciatica Pain Treatment', 'Soft Tissue Mobilization', 'Orthopaedic Physiotherapy', 'Tennis Elbow Physiotherapy', 'Knee Injury', 'Shoulder Injuries', 'Hip', 'Knee Pain Physiotherapy', 'Ankle', 'Back Pain Physiotherapy', 'Acl Surgery', 'Sports Injuries Rehabilitation', 'Intermittant And Continuous-cervical', 'Foot Care', 'Lower Back Pain', 'Spinal Alignment', 'Foot Injuries', 'Leg Pain', 'Hand Therapy', 'Knee Pain', 'Achilles Tendon Tear', 'Post Surgery Physiotherapy/rehabilitation', 'Soft Tissue Injury Management', 'Neuro Physiotherapy', 'Pediatric Physiotherapy', 'Carpal Tunnel Syndrome', 'Neck Pain Physiotherapy', 'Frozen Shoulder Physiotherapy', 'Joint Pains', 'Heel Pain', 'Lumber And Pelvic Traction', 'Electrical Stimulation', 'Joint Pain', 'Golfers Elbow', 'Hand And Wrist Injuries']"
Geriatric Psychiatry,"['Fits/ Epilepsy/ Dissociative Disorder', 'Mood Disorders', 'Anger Management', 'Mental Health Services', 'OCD', 'Alcohol Addiction', 'Assessment And Treatment Of Problems Related To Disturbing Thoughts', 'Withdrawal Symptoms', 'Counselling And Psychotherapy', 'Loneliness', 'Adult Counselling', 'Depression', 'Mania', 'Unusual', 'Adjustment Disorder', 'Schizophrenia', 'Bipolar Disorder', 'Patient Counselling', 'Anxiety', 'Panic Attacks', 'Abnormal Behavior', 'Assessment And Treatment Of Problems Related To Grief And Severe Psychological Trauma', 'Unexplained Physical Symptoms', 'Mental Health', 'Sleep Disorder Treatment', 'Anxiety And Depression', 'Abnormal', 'Mental Retardation/ Behavioral Problems', 'Panic', 'Mania Treatment', 'Neuropsychological Diagnosis', 'Difficulty Concentrating', 'Behaviour & Thought Problems', 'OCD Treatment', 'Panic Disorder Treatment', 'Schizophrenia Treatment', 'Concentration Problems', 'Drug Abuse & Deaddiction Therapy', 'Premarital Counseling', 'Strange Behavior', 'Bipolar', 'Stress Management Counselling', 'Bipolar Disorder Treatment', 'Psychiatric Counselling', 'Depression Treatment', 'Aggression And Violent Behaviour Management', 'Loss Of Interest', 'Memory Improvement', 'Alcohol De-addiction Treatment', 'Suicidal Behavior', 'Post Traumatic Stress Disorder (PTSD)', 'Drug Abuse']"
Gynecologist / Obstetrician,"['Vaginal Discharge', 'Vaginal Infection Treatment', 'Periods', 'OB / GYN Emergency', 'Ectopic / Tubal Pregnancy', 'Labor And Delivery', 'Gynecologic Biopsy', 'PCOS', 'Hormonal Imbalance', 'Pregnancy Test', 'IUD placement', 'General Physician', '""well Womens Exam""', 'Ovarian Cyst Removal', 'Gynecology Problem', 'Flu Shot', 'Heavy Periods', 'Burning Sensation In Urine', 'Chlamydia', 'Diseases In Pregnancy', 'Gynecology Follow Up', 'Pregnancy Exercise', 'Normal Vaginal Delivery (nvd)', 'Pelvic Ultrasound', 'Pregnancy Follow Up', 'Vaginal Irritation', 'Vaginal Bleeding', 'Premenstrual Syndrome (pms) / Premenstrual Dysphoric Disorder (pmdd)', 'Nutrition For Pregnant Women', 'Irregular Menstruation', 'Birth Control / Contraception Consultation', 'Infertility Evaluation / Treatment', 'Infertility In Women', 'Cholesterol / Lipids Checkup', 'Obstetrics / Antenatal Care', 'Bartholin Gland Marsupialisation', 'Illness', 'Wart(s)', 'Vaginal Itching', 'Absence Of Menstruation / Amenorrhea', 'New Patient Visit', 'General Consultation', 'Pregnancy Care And Management', 'Postpartum Depression', 'Sexually Transmitted Disease (std)', 'Breast Examination', 'Breast Cancer Screening', 'Menopause Follow Up', 'Complications Of Pregnancy', 'Child Birth Education', 'Osteoporosis', 'Gynaecological Problem', 'Infertlity Treatment - Iui', 'General Medical Consultation', 'IUD Insertion', 'Vulvar Biopsy', 'Pregnancy Problem', 'White Discharge Problem', 'Reproduction', 'Uterine Fibroids', 'Obstetrics Problems', 'Nausea', 'Anesthesia', 'Vaginal Odor', 'Abortion / Medical Termination Of Pregnancy (mtp)', 'Nexplanon Removal', 'High-risk Pregnancy Care', 'Pre Menstrual Syndrome', 'PCOD', 'Ovarian Cyst(s)', 'Incontinence', 'Pregnancy Scan', 'Pelvic Floor Dysfunction', 'Hormone Replacement Therapy Consultation', 'Irregular Periods', 'Menstrual Cramp(s)', 'Gynecologic Laparoscopy', 'Ultrasound Scan', 'Prenatal Checkup', 'Vaginal Infection', 'Cervical Cerclage', 'Post-partum Visit', 'Painful Periods', 'Fertility Treatment', 'Menopause Consultation', 'Caesarean Section (C Section)', 'Menstrual Disorders', 'Abdominal Hysterectomy', 'Mastitis / Painful Nipples With Breastfeeding', 'Prescription / Refill', 'Laparoscopic Myomectomy', 'Urinary Tract Infection (uti)', 'High Blood Pressure / Hypertension', 'Menopause Advice', 'Contraception', 'Hysterectomy (abdominal/vaginal)', 'Cancer Treatment', 'Birth Control / Contraception', 'Annual Pap Smear / GYN Exam', 'Copper T Insertion & Removal', 'Breast Pain', 'Arthritis And Pain Management', 'Stomach Cramps', 'Pregnancy Tests', 'Acne', 'Sexual Dysfunction', 'Cancer Surgery', 'Fibroids', 'Body Weakness', 'Pregnancy', 'Vaccine(s)', 'Treatment Of Polycystic Ovarian Syndrome(pcos)', 'Pap Smear', 'Uterine Bleeding', 'Migraine', 'Tubectomy/tubal Ligation', 'Bacterial Vaginosis', 'Hysteroscopy', 'Advanced Laparoscopic Surgery', 'Pregnancy Check Up', 'Abnormal Uterine Bleeding', 'Heavy Or Irregular Vaginal Bleeding', 'Mirena (hormonal Iud)', 'Missed Periods', 'Unwanted Pregnancy', 'All Blood Investigations For Women\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\men\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\children', 'PCOD/PCOS Treatment', 'Pelvic Pain', 'Pre-pregnancy Counselling', 'Frequent Urination', 'Difficulties In Conceiving From Failure To Ovulate', 'Urinary Tract Infection', 'Colposcopy', 'Painful Menstruation / Dysmenorrhea', 'All Blood Investigations For Women\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\men\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\children', 'Cervical Polyp', 'Post-menopausal Bleeding', 'Wound Care', 'Vaginitis', 'Vaginal Discharge / Infection', 'Menopause Health Problems', 'Pregnancy with PCOD', 'Vaginal Dryness', 'Polycystic Ovary Syndrome / Metabolic Syndrome', 'Family Planning', 'IUD Removal', 'Ovarian Cancer Screening', 'Uterine / Vaginal Prolapse', 'Abdominal Pain', 'Lump(s) In Breast', 'Thyroid Consultation', 'Gynae Problems', 'Endometrial Biopsy', 'Miscarriage', 'Ovarian Cancer', 'Maternal Care/ Checkup', 'Other Gynaecological Conditions', 'Nasyam', 'Female Sexual Problems', 'OB-GYN Consultation', 'Pregnancy Hypertension (preeclampsia/ Eclampsia)', 'Painful Sex / Dyspareunia', 'Gynaecological Endoscopy', 'Menstrual Disorders In Adolescent Girls', 'Pregnant', 'Normal Delivery', 'Post Pregnancy Classes', 'Vaginal Atrophy', 'Pre And Post Delivery Care', 'Infertility Consultation', 'Pregnant Women Counseling', 'Laparoscopic Surgery (obs & Gyn)', 'Copper T Insertion', 'Menstrual Migraine', 'Gynecology Consultation', 'Endometriosis', 'Annual Physical', 'LEEP Procedure (For Abnormal Pap Smear)', 'OB-GYN Follow Up', 'Menopause', 'Pelvic Inflammatory Disease / Endometritis', 'Medical Termination Of Pregnancy (mtp)', 'Bladder Pain / Interstitial Cystitis', 'Osteoporosis Evaluation', 'Menstrual Problems', 'Fertilization', 'Urinary Urgency / Urge Incontinence', 'Blood Work', 'Urine Infection', 'Gynae Advice', 'Urinary Incontinence', 'Painful Urination / Dysuria']"
Hair Transplant,"['Psoriasis', 'Seborrheic Dermatitis', 'Scales On Skin', 'Dermatology Services', 'Rosacea', 'Hair Loss Treatment', 'Eczema', 'Oily Hair', 'Hair Disease', 'Removal Of Moles', 'Skin Allergy', 'Hair Loss', 'Acne/ Pimple Scars Treatment', 'And Other Pigmented Lesions', 'Molluscum Treatment', 'Antiageing', 'Bacterial Skin Infection Treatment', 'Contact Dermatitis', 'Scarred Skin', 'Dandruff Treatment', 'PRP for Hairfall', 'Age Spots', 'Dandruff', 'Pigmentation Treatment', 'Alopecia Areta Treatment', 'Fillers', 'Chemical Peels', 'Wart Removal', 'All Modern Skin Treatment', 'Hyperpigmentation', 'Melasma Treatment', 'Androgenetic Alopecia Treatment', 'Nail Disorders', 'Pimple Free Treatments', 'Hair Treatment', 'Dermatitis Treatment', 'Photodermatitis', 'Psoriasis Treatment', 'Acne Scars', 'Skin Treatment', 'Warts', 'Syphilis Treatment', 'Cysts', 'Clinical Dermatology And Skin Care', 'Leucoderma Treatment', 'Itching', 'Dermatophytosis', 'Scalp Treatment', 'Skin Hydration', 'Skin Rash Treatment', 'Fue Hair Transplant', 'Mole Excission', 'Skin Tags Removal', 'Hair Care Services', 'Broken Nails', 'Skin Whiting', 'Molluscum Removal', 'Adiana System', 'Scar Treatment', 'Hyper Pigmentation Treatment', 'Cosmetic Treatments', 'Acne / Pimples Treatment', 'Hypopigmentation', 'Skin Whitening', 'Acne Treatment', 'Hair And Nails Treatment', 'Skin Tag Treatment', 'Earlobe Repair', 'Medical Vitiligo Treatment', 'Skin Pulse Treatment', 'Greying Hair', 'Skin Care', 'Wrinkles', 'Corn Removal', 'Wart Removal And Mole Removal', 'Hardening Of The Skin', 'Hair Weaving & Bonding', 'Rashes', 'Ringwo', 'Skin Conditions', 'Baldness', 'Allergies', 'Stretch Marks Treatment', 'Pimples', 'Skin Disorder', 'Acne', 'Nail Surgery', 'Thyroid Disorders', 'Dermatologic Surgery Small', 'PRP Hair Transplantation', 'Sun Spots', 'Hair Transplant Surgery', 'Hair Removal Treatment', 'Removal Of Skin Tags', 'Alopecia Universalis', 'Open Pores', 'Skin Disesse', 'Skin Burn', 'Surgical Dermatology', 'Laser Resurfacing', 'Ear Repair', 'Skin Pigmentation', 'Anti Aging Treatment', 'Atopic Dermatitis Treatment', 'Body Ache', 'Ear & Nose Piercing', 'Freckles And Pigmentation Treatment', 'Herpes Infections', 'Ichthyosis Vulgaris', 'Dry Skin', 'Skin Checks', 'Dull Skin', 'Laser Hair Removal - Face', 'Fractional Skin Rejuvenation', 'Non Cancerous Moles', 'Nail Diseases Treatment', 'Hair Mesotherapy', 'Pigmented Skin', 'Skin Allergy Treatment', 'Chemical Peel', 'Keratosis', 'Skin Infections', 'Tinea Versicolor Treatment', 'Hair Restoration', 'Hair Patch', 'Hair Problems', 'Female Hair Loss', 'Mole Removal', 'Baldness Treatment', 'Biofibre Hair Implant', 'PRP Treatment', 'Androgenic Alopecia', 'Fungal Infection', 'Fut Hair Transplant', 'Laser Surgery', 'Skin Growths', 'ANTIAGEING SOLUTIONS', 'Salicyclic Peel', 'Vitiligo', 'Dermaroller', 'Skin Disease Treatment', 'PRP for hair loss', 'Allergy Treatment', 'Whiteheads', 'Athletes Foot', 'Blackheads', 'Hair Fringes', 'PRP ( PLATELET RICH PLASMA ) for Hair Thinning', 'Chronic Skin Allergy', 'Fungal Infection Treatment', 'Sun Burn Treatment', 'Hair Regrowth']"
Homoeopath,"['Arthritis Treatment', 'Respiratory Treatment', 'Psoriasis', 'Pimples', 'Homeopathic Treatments', 'Acne', 'Hair Disease', 'Back Pain', 'Insomnia Treatment', 'Rheumatic Complaints', 'Skin Infections', 'Body Weakness', 'Eczema And Skin Problems', 'Allergic Rhintitis', 'Gastrointestinal Problems', 'Hair Growth Treatment', 'Hyper Pigmentation Treatment', 'Acne / Pimples Treatment', 'Arthritis (acute &chronic)', 'Dandruff Treatment', 'Colds', 'Corn And Callus Treatment', 'Skin Specialist Through Homoeopathy', 'Allergic Rhinitis', 'Spine Disorders', 'Skin Care', 'Uric Acid', 'Wart Removal', 'Derma Roller', 'Eczema Treatment', 'Corn Removal', 'Back Pain Treatment', 'Skin', 'Skin Disease Treatment', 'Diabetes', 'Acidity Treatment', 'Cough Treatment', 'Peptic / Gastric Ulcer Treatment', 'Psoriasis Treatment', 'Alopecia', 'Lichen Planus Treatment', 'Skin Treatment', 'Skin Conditions', 'Crystal Healing', 'Warts', 'Hair & Nail Analysis']"
Hematologic Oncology,"['Cholangiocarcinoma', 'Prostate Cancer Screening', 'Uterus', 'Cervix', 'Oncology Surgery', 'Oncology Consultation', 'Oncologist', 'Oncologic Emergencies', 'Growth Factors', 'Prostate Cancer', 'Thrombocytopenia / Low Platelets', 'Sarcoma / Bone And Soft Tissue Cancer', 'Cancer Genetic Counseling', 'Coagulopathy', 'Thrombosis', 'Chemotherapy Of Haematological Malignancies', 'Melanoma And Other Skin Cancers', 'Blood Smear', 'Testicular Cancer', 'Liver Cancer Treatment', 'Sickle Cell Disorders And Hemoglobinopathies', 'Iron Overload/hemochromatosis', 'Metastatic Disease', 'Hematology Follow Up', 'Eye Cancer', 'Bleeding Disorder', 'Oncology Second Opinion', 'Gynecologic Oncology Consultation', 'Lung Cancer', 'Liver Cancer', 'Hormone Therapy For Prostate Cancer', 'HIV / AIDS', 'Hormone Therapy For Breast Cancer', 'Kidney Cancer', 'Neuro-oncology Consultation', 'Blood Disorder', 'Stereotactic Radiation', 'Esophageal Cancer', 'Chemotherapy', 'General Haematology Including Problems With Blood Counts', 'Clotting Disorders', 'Pancreatic Cancer', 'Radiation Oncology Follow Up', 'Oncology Follow Up', 'Sickle Cell Disease', 'Thrombocytosis / High Platelets', 'Tumors And Cysts', 'Bleeding', 'Blood Thinning Therapy / Anticoagulation', 'Cancer', 'Chronic Myeloid Leukemia', 'Paraneoplastic Syndrome', 'Hematology Consultation', 'Pancreatic Neuroendocrine Tumor', 'Cancer Treatment', 'Anemia', 'Metastatic Cancer Of Unknown Primary', 'Ewings Sarcoma', 'Brain / Nervous System Cancer', 'Benign Tumors', 'Tubes) Cancer', 'Immunodeficiency', 'Sarcoid', 'Blood Disorders', 'Endometrial Cancer', 'Laryngeal Cancer', 'Infusion Therapy', 'Gynecologic Oncology Follow Up', 'HIV-Related Cancer', 'Blood Transfusion Consultation', 'Lung Cancer Treatment', 'Intravenous Cannulation', 'Radiology Testing Follow Up', 'Thyroid Cancer', 'Leukocytosis / High White Blood Count', 'Haematology', 'Hemophilia', 'Blood Transfusion Follow Up', 'Breast Cancer Management', 'Leukemia', 'Bone Metastasis Treatment', 'Cancer Screening', 'Biotherapy', 'Advanced Therapies (ozone', 'Colon Cancer Screening', 'Radiation Oncology Consultation', '""hodgkins Disease""', 'Stomach Cancer', 'Chondrosarcoma', 'Ear Nose Throat (includes Larynx) Cancer', 'Blood And Marrow Disorders', 'Ovarian Cancer', 'Adaptive Radiation Therapy (art)', 'Osteosarcoma', 'Colon Cancer', 'Lymphoma', 'Side Effects Of Chemotherapy', 'Tumor Treatment', 'Blood Transfusion', 'Tumors', 'Myelodysplastic Syndrome', 'Mesothelioma', 'Image-guided Radiation Therapy (igrt)', 'Gynecologic (ovary', 'Leukopenia / Low White Blood Count', 'Picc Line Insertion', 'Polycythemia Vera', 'Benign Neoplasm', 'Volumetric Modulated Arc Therapy (vmat)', 'Acute Myeloid Leukemia', 'Stem Cells)', 'Bone Marrow Biopsy', 'Colorectal Cancer', 'Side Effects Of Radiation Therapy', 'Myeloproliferative Disorder', 'Bladder Cancer', 'Internal Radiation / Brachytherapy', 'Colorectal Carcinoma', 'Breast Cancer', 'Sudden/unintentional Weight Loss', 'Thyroid Or Other Hormonal Cancer', 'Oral Cancer', 'Neuroblastoma Treatment', 'Spleen Problems', 'Thalassemia', 'Neuro-oncology Follow-up', 'Multiple Myeloma', 'Intensity-modulated Radiation Therapy (imrt)', 'Oral Cancer Treatment']"
Internal Medicine,"['Wellness Checkup', 'Blood Pressure Changes', 'Fatigue', 'Obsessive Compulsive Disorder (OCD) Treatment', 'Dengue Fever Treatment', 'Food Poisoning', 'Well Woman Healthcheck', 'Vaccination/ Immunization', 'Swelling Of Legs', 'Swollen Lymph Nodes', 'Swelling Of Stomach', 'Gastric Troubles', 'Gestational Diabetes Management', 'Laryngitis', 'Cramping', 'Stomach Pain And Stomach Upset', 'Restless Leg Syndrome', 'Colds', 'Type 1 Diabetes', 'Men And Women Wellness Screening', 'Diabetologist - Cardiologist', 'Thyroid Disorder Treatment', 'Managing Acute Medical Conditions', 'Diabetes Treatment', 'Muscle Cramps', 'Respiratory Tract Infection', 'Back Pain Treatment', 'Swelling', 'Gastroenteritis Treatment', 'Typhoid Fever Treatment', 'Diabetes Renal Failure', 'Diabetes', 'Fasting Blood Sugar', 'Type 2 Diabetes Treatment', 'Numbness', 'Thyroidectomy', 'Food Poison', 'Travel Vaccination And Consultation', 'Colour Doppler', 'Diet Counselling', 'Outpatient Treatment', 'Health Checkup General', 'Pneumonia', 'Chickenpox', 'Kidney And Gall Bladder Stones', 'Hba1c', 'Stuffy Nose', 'TB', 'Chest Pain', 'Obesity Management', 'Loose Motion', 'Low Platelets', 'Metabolic Illness', 'Sugar Level', 'Infestation', 'Thyroid Treatment', 'Bronchiolitis Treatment', 'Thyroid Swelling/goiter', 'Stomach Pain', 'Insulin Treatment', 'Persistent Cough', 'Thyroid Consultant', 'Diarrhoea', 'Acute Diarrhea Treatment', 'Diabetic Ulcer Treatment', 'Measles Treatment', 'Hyperlipidaemia', 'High Cholesterol', 'Constipation', 'Body Weakness', 'Typhoid Fever', 'Thyroid Disorders', 'Fever', 'Consultation', 'Fever Treatment', 'Jaundice', 'Coughing Up Blood', 'Dengue', 'Pre And Post Operative Conditions', 'Physcian', 'Diabetes In Children', 'Annual Health Checkup', 'Diabetic Neuropathy', 'Body Ache', 'Allergic Diseases Treatment', 'Ladies Problems', 'Cold Sores', 'Iodine Deficiency Treatment', 'Viral Fever Treatment', 'Proctoscopy', 'Trouble Swallowing', 'Dizziness', 'Type 1 Diabetes Treatment', 'Throat Infection', 'Diabetes Complications', 'Elephantiasis', 'Numbness And Tingling', 'Problems With Smell', 'Diabetes Management', 'Anaemia & Blood Disorders', 'Preventive Medicine', 'Flu', 'Sugar Level Check', 'Diabetes Counselling', 'Thyroid Disorder - Hypothyroidism And Hyperthyroidism', 'Light Headedness', 'Typhoid', 'Wheezing']"
